episode,avg_return,loss,theta_width_deg
1109,714.269983,3.800475,5.00
1110,704.186272,34.278395,5.00
1111,783.999309,78.210600,5.00
1112,732.477475,23.727206,5.00
1113,760.888922,5.524416,5.00
1114,764.709413,3.520839,5.00
1115,803.673109,9.518847,5.00
1116,806.428204,4.953435,5.00
1117,751.870951,6.481413,5.00
1118,743.910129,8.560180,5.00
1119,804.951092,10.689435,5.00
1120,766.475348,2.312946,5.00
1121,789.402901,3.684251,5.00
1122,800.094906,4.319513,5.00
1123,750.662967,142.708420,5.00
1124,741.699678,3.514681,5.00
1125,808.947519,2.288399,5.00
1126,717.863156,6.534573,5.00
1127,821.393063,4.347386,5.00
1128,764.561399,4.821391,5.00
1129,782.175591,6.486346,5.00
1130,651.909561,16.188843,5.00
1131,775.725871,6.615832,5.00
1132,785.224517,3.544032,5.00
1133,776.569493,32.988264,5.00
1134,744.388847,6.108536,5.00
1135,792.501766,2.939677,5.00
1136,794.918929,4.150637,5.00
1137,750.056399,79.293482,5.00
1138,576.150491,16.242725,5.00
1139,752.828476,3.107709,5.00
1140,802.503817,3.428437,5.00
1141,728.228620,26.435645,5.00
1142,730.314138,13.008286,5.00
1143,785.553758,4.283168,5.00
1144,817.283482,4.664443,5.00
1145,813.261274,5.324105,5.00
1146,545.173070,173.732930,5.00
1147,650.659194,25.152565,5.00
1148,787.060679,4.321540,5.00
1149,698.917438,177.633526,5.00
1150,714.479440,9.233000,5.00
1151,769.656108,6.696047,5.00
1152,731.638735,5.868105,5.00
1153,784.197384,9.564591,5.00
1154,752.763901,4.575765,5.00
1155,784.187784,3.282068,5.00
1156,791.671635,4.869403,5.00
1157,716.154532,22.046921,5.00
1158,806.119827,38.388404,5.00
1159,712.517929,4.448830,5.00
1160,716.342339,8.467295,5.00
1161,808.226898,5.047835,5.00
1162,734.747893,1.977883,5.00
1163,779.694728,4.261095,5.00
1164,788.497592,2.721488,5.00
1165,817.306232,1.497856,5.00
1166,706.266115,2.423555,5.00
1167,725.998615,2.621178,5.00
1168,797.770079,5.957089,5.00
1169,776.909816,1.806203,5.00
1170,767.494799,4.656990,5.00
1171,734.517720,31.340802,5.00
1172,811.904995,1.931925,5.00
1173,685.834922,6.419923,5.00
1174,806.918776,42.713012,5.00
1175,520.260836,122.369360,5.00
1176,739.227845,3.180776,5.00
1177,773.795591,7.134489,5.00
1178,773.106800,4.968530,5.00
1179,795.968237,5.033064,5.00
1180,665.583932,201.606380,5.00
1181,731.893619,6.454690,5.00
1182,764.355093,2.872112,5.00
1183,818.013624,1.645190,5.00
1184,770.477419,189.268126,5.00
1185,823.578032,2.687699,5.00
1186,768.389601,31.794235,5.00
1187,800.009654,2.011153,5.00
1188,815.405170,1.430267,5.00
1189,703.256019,5.002908,5.00
1190,782.727818,55.061247,5.00
1191,742.627798,116.101545,5.00
1192,761.970083,2.387422,5.00
1193,808.118353,3.272699,5.00
1194,697.225761,74.403016,5.00
1195,787.227706,3.635655,5.00
1196,770.152677,2.642711,5.00
1197,790.553674,1.600635,5.00
1198,820.718306,2.275994,5.00
1199,708.108504,3.071051,5.00
1200,796.706421,1.745493,5.00
1201,777.783739,5.154004,5.00
1202,800.161514,2.370608,5.00
1203,717.640830,14.172788,5.00
1204,719.175534,2.101987,5.00
1205,806.328157,2.938071,5.00
1206,698.499879,108.893632,5.00
1207,809.289518,4.060360,5.00
1208,771.529380,46.985192,5.00
1209,823.877569,2.060140,5.00
1210,804.059245,2.952147,5.00
1211,647.407180,64.233505,5.00
1212,648.008413,569.343571,5.00
1213,744.052362,20.477353,5.00
1214,716.531559,16.815830,5.00
1215,735.885918,8.721528,5.00
1216,638.996436,140.277139,5.00
1217,715.148966,5.021313,5.00
1218,747.071083,5.583780,5.00
1219,785.596956,6.434128,5.00
1220,772.243010,7.786198,5.00
1221,762.040426,57.746177,5.00
1222,816.657387,2.041070,5.00
1223,818.742943,249.435625,5.00
1224,739.188460,1.614943,5.00
1225,774.271152,9.548200,5.00
1226,792.421698,1.762500,5.00
1227,818.881924,1.399630,5.00
1228,672.838899,20.077352,5.00
1229,797.486331,6.584332,5.00
1230,780.101985,10.666977,5.00
1231,711.551837,4.577029,5.00
1232,775.298584,8.698949,5.00
1233,758.692050,5.405410,5.00
1234,710.356695,10.857186,5.00
1235,810.434343,2.815627,5.00
1236,691.418588,18.393640,5.00
1237,743.520651,67.029456,5.00
1238,787.968019,4.803720,5.00
1239,815.666412,3.341780,5.00
1240,815.258543,2.946794,5.00
1241,746.851631,2.541951,5.00
1242,733.814434,50.878307,5.00
1243,779.538511,5.636413,5.00
1244,721.457656,3.620146,5.00
1245,814.256357,2.193522,5.00
1246,774.122546,5.282451,5.00
1247,822.795380,2.192515,5.00
1248,563.472888,264.198657,5.00
1249,805.532577,3.186684,5.00
1250,691.943586,95.315885,5.00
1251,657.176536,3.214797,5.00
1252,805.870552,3.817479,5.00
1253,751.831371,2.454323,5.00
1254,742.448328,28.776724,5.00
1255,751.791432,31.293372,5.00
1256,762.367490,15.815221,5.00
1257,794.774794,7.899484,5.00
1258,755.737703,8.759923,5.00
1259,817.866215,2.483190,5.00
1260,768.126566,2.679375,5.00
1261,811.514185,2.252588,5.00
1262,793.191795,7.424662,5.00
1263,759.526387,8.253903,5.00
1264,813.308071,2.772382,5.00
1265,814.985250,2.266696,5.00
1266,817.651560,1.179204,5.00
1267,340.777031,112.573269,5.00
1268,521.802268,86.673263,5.00
1269,827.198879,6.412807,5.00
1270,749.390109,7.130269,5.00
1271,731.932893,162.761339,5.00
1272,772.880665,91.169997,5.00
1273,794.545714,2.311963,5.00
1274,804.397263,8.206456,5.00
1275,652.046509,10.250861,5.00
1276,793.362362,1.853637,5.00
1277,795.635396,2.755076,5.00
1278,749.587803,3.637340,5.00
1279,783.151733,13.725001,5.00
1280,779.523316,1.592311,5.00
1281,797.409029,1.998463,5.00
1282,788.024253,38.465079,5.00
1283,646.485076,27.733708,5.00
1284,791.223983,44.306545,5.00
1285,763.434189,35.469362,5.00
1286,793.114360,1.516099,5.00
1287,729.056978,5.341735,5.00
1288,789.357664,6.077730,5.00
1289,816.571926,1.239736,5.00
1290,720.931207,12.660124,5.00
1291,793.113005,1.601855,5.00
1292,758.514891,23.665987,5.00
1293,800.306543,2.558040,5.00
1294,821.464378,1.915842,5.00
1295,746.767581,13.529088,5.00
1296,798.312667,2.394296,5.00
1297,804.375166,15.382817,5.00
1298,823.429976,2.746280,5.00
1299,824.650473,2.054277,5.00
1300,642.854577,82.922210,5.00
1301,771.811581,3.480019,5.00
1302,620.715734,15.851297,5.00
1303,670.427591,102.968372,5.00
1304,771.344517,7.094017,5.00
1305,769.260515,6.529981,5.00
1306,713.770260,21.868909,5.00
1307,788.729877,89.265401,5.00
1308,691.808082,3.111738,5.00
1309,803.450911,3.545527,5.00
1310,780.365053,2.546653,5.00
1311,817.896564,1.926507,5.00
1312,740.205060,50.707921,5.00
1313,800.086165,2.900048,5.00
1314,750.507448,70.045577,5.00
1315,826.055660,1.586754,5.00
1316,718.458818,27.275051,5.00
1317,749.643576,155.999451,5.00
1318,766.292857,3.750205,5.00
1319,791.859034,106.611295,5.00
1320,802.689518,1.643238,5.00
1321,797.177285,169.285993,5.00
1322,742.403979,3.825803,5.00
1323,750.552179,32.471175,5.00
1324,738.516245,65.292883,5.00
1325,757.047795,2.874562,5.00
1326,778.875995,13.957142,5.00
1327,773.707435,3.802119,5.00
1328,803.029726,3.177269,5.00
1329,741.159616,44.062597,5.00
1330,786.683458,7.061430,5.00
1331,812.607321,2.474063,5.00
1332,789.393108,2.373384,5.00
1333,795.982791,1.986207,5.00
1334,791.829681,215.230599,5.00
1335,774.771963,2.525945,5.00
1336,681.216753,9.960977,5.00
1337,719.098771,4.339698,5.00
1338,801.816856,10.297564,5.00
1339,786.636442,3.599204,5.00
1340,780.810075,3.484651,5.00
1341,627.892045,84.310791,5.00
1342,667.535169,6.564054,5.00
1343,767.022106,2.764850,5.00
1344,668.558200,3.680177,5.00
1345,739.943020,98.011093,5.00
1346,726.616221,5.604495,5.00
1347,811.601675,3.977231,5.00
1348,748.478255,6.267033,5.00
1349,765.337618,4.339793,5.00
1350,666.946460,9.566727,5.00
1351,746.943923,12.548130,5.00
1352,658.444216,44.008436,5.00
1353,786.714115,5.571415,5.00
1354,673.092016,53.431092,5.00
1355,702.145689,48.701703,5.00
1356,788.712154,21.674785,5.00
1357,754.212934,5.663978,5.00
1358,776.839769,14.480269,5.00
1359,808.757141,1.329142,5.00
1360,733.422284,4.019062,5.00
1361,821.249563,2.928000,5.00
1362,650.194387,328.349652,5.00
1363,771.236231,9.460731,5.00
1364,776.674171,3.188028,5.00
1365,822.072548,2.398514,5.00
1366,808.134998,4.074256,5.00
1367,421.433786,71.998404,5.00
1368,629.915491,17.475464,5.00
1369,744.838446,110.763498,5.00
1370,778.650120,2.642081,5.00
1371,731.544714,3.967208,5.00
1372,756.651840,12.842949,5.00
1373,812.869848,10.601894,5.00
1374,737.714923,7.565464,5.00
1375,801.376318,2.481182,5.00
1376,825.382030,2.281132,5.00
1377,811.885599,2.456774,5.00
1378,513.381065,106.676955,5.00
1379,698.651854,2.428065,5.00
1380,671.117955,6.607332,5.00
1381,794.779066,1.599509,5.00
1382,710.358241,15.646497,5.00
1383,769.082176,6.275141,5.00
1384,613.867605,11.923984,5.00
1385,749.648070,7.173787,5.00
1386,787.340066,2.532071,5.00
1387,792.638436,91.806127,5.00
1388,657.257098,13.083240,5.00
1389,809.291574,10.145509,5.00
1390,784.726395,3.037873,5.00
1391,718.363836,6.570785,5.00
1392,802.020733,3.314168,5.00
1393,739.548298,5.981980,5.00
1394,659.926229,27.102928,5.00
1395,785.290826,4.967755,5.00
1396,525.701426,112.473989,5.00
1397,785.245150,2.224511,5.00
1398,720.944870,5.179056,5.00
1399,812.253710,2.095236,5.00
1400,762.925522,2.745113,5.00
1401,744.499215,3.924099,5.00
1402,809.374664,4.576609,5.00
1403,768.604170,3.126671,5.00
1404,800.960586,1.152537,5.00
1405,734.116874,127.181500,5.00
1406,726.460798,67.260122,5.00
1407,814.846987,2.586630,5.00
1408,718.182427,4.915955,5.00
1409,750.237327,7.880779,5.00
1410,761.840303,20.952770,5.00
1411,784.140263,12.178660,5.00
1412,789.834765,10.363883,5.00
1413,674.021574,115.979332,5.00
1414,776.293315,2.621338,5.00
1415,716.178834,16.986140,5.00
1416,675.703382,4.965029,5.00
1417,656.129897,14.795040,5.00
1418,776.996945,24.714054,5.00
1419,812.007252,2.295628,5.00
1420,782.683858,2.605023,5.00
1421,758.458107,176.435665,5.00
1422,726.100572,35.714582,5.00
1423,771.945876,12.707043,5.00
1424,768.948728,54.396814,5.00
1425,751.762909,2.253857,5.00
1426,787.773131,1.909139,5.00
1427,814.265640,2.221824,5.00
1428,661.990662,6.782635,5.00
1429,696.990346,3.275108,5.00
1430,743.315757,5.300398,5.00
1431,811.093683,1.852557,5.00
1432,747.045709,13.455152,5.00
1433,726.058627,200.308974,5.00
1434,816.295942,2.034066,5.00
1435,627.055412,204.720501,5.00
1436,771.997390,5.949897,5.00
1437,660.549335,15.805298,5.00
1438,730.831991,5.917230,5.00
1439,767.253590,4.446456,5.00
1440,688.774867,9.868791,5.00
1441,767.825942,5.423713,5.00
1442,655.198028,12.972168,5.00
1443,805.986486,3.128340,5.00
1444,794.005923,3.851849,5.00
1445,723.859171,37.131025,5.00
1446,772.462428,15.914037,5.00
1447,818.424685,2.702560,5.00
1448,737.777275,12.858303,5.00
1449,766.025036,3.414535,5.00
1450,616.229994,4.438362,5.00
1451,740.191765,4.961399,5.00
1452,696.890818,3.583272,5.00
1453,736.082326,2.822977,5.00
1454,777.065022,17.879632,5.00
1455,814.562370,4.547555,5.00
1456,789.869351,4.663387,5.00
1457,749.957323,3.842406,5.00
1458,818.932695,1.322867,5.00
1459,713.875649,17.166368,5.00
1460,773.629736,19.591088,5.00
1461,815.055237,2.231987,5.00
1462,800.012171,11.090730,5.00
1463,762.724338,4.176122,5.00
1464,781.938021,2.729549,5.00
1465,811.102814,1.230090,5.00
1466,711.557252,5.323115,5.00
1467,745.155584,98.597969,5.00
1468,807.829092,1.666571,5.00
1469,732.742806,238.970043,5.00
1470,788.852557,3.734963,5.00
1471,720.017250,51.617384,5.00
1472,808.855810,1.944300,5.00
1473,694.337968,259.434979,5.00
1474,760.844190,3.541887,5.00
1475,747.107352,34.102415,5.00
1476,771.675543,43.686026,5.00
1477,716.960015,37.162344,5.00
1478,776.716784,7.763547,5.00
1479,692.347483,50.801774,5.00
1480,741.370017,68.066466,5.00
1481,711.872487,95.000967,5.00
1482,757.425701,188.352620,5.00
1483,657.636585,9.657469,5.00
1484,782.968878,17.424289,5.00
1485,743.387229,29.048229,5.00
1486,721.302323,2.987600,5.00
1487,724.414738,3.176959,5.00
1488,692.126168,113.397797,5.00
1489,793.579203,135.992909,5.00
1490,795.243475,1.525633,5.00
1491,769.650605,2.497098,5.00
1492,798.999253,1.329458,5.00
1493,823.978840,1.320088,5.00
1494,764.779041,3.775733,5.00
1495,769.743664,2.016290,5.00
1496,825.648193,5.318257,5.00
1497,777.330823,2.109025,5.00
1498,811.378950,2.275954,5.00
1499,655.323375,128.231164,5.00
1500,824.547804,3.063012,5.00
1501,665.033800,13.077694,5.00
1502,815.006172,3.292086,5.00
1503,725.430703,35.649495,5.00
1504,782.536552,2.447794,5.00
1505,764.563522,4.720028,5.00
1506,721.898076,7.437488,5.00
1507,779.173363,4.432397,5.00
1508,766.714335,2.489487,5.00
1509,813.562321,3.838558,5.00
1510,771.091566,3.957970,5.00
1511,777.921418,2.842807,5.00
1512,819.055027,8.774264,5.00
1513,797.960576,1.823449,5.00
1514,813.702513,21.281494,5.00
1515,693.553710,12.082292,5.00
1516,732.823815,81.782339,5.00
1517,772.433534,3.649115,5.00
1518,679.293909,111.832437,5.00
1519,767.642872,3.602895,5.00
1520,694.961008,18.935450,5.00
1521,787.417766,1.710127,5.00
1522,737.181205,117.948919,5.00
1523,787.841147,3.990748,5.00
1524,743.635831,5.342033,5.00
1525,781.862931,309.437934,5.00
1526,706.092189,6.789615,5.00
1527,790.448309,2.558485,5.00
1528,742.212748,3.153276,5.00
1529,784.978801,3.201136,5.00
1530,779.659508,183.016754,5.00
1531,668.625811,7.637255,5.00
1532,715.956000,18.900528,5.00
1533,786.565555,2.368105,5.00
1534,732.523463,1.968482,5.00
1535,792.666273,2.287088,5.00
1536,766.937217,2.472337,5.00
1537,772.648070,3.047710,5.00
1538,798.922899,1.828732,5.00
1539,754.404987,12.077626,5.00
1540,648.944777,120.169202,5.00
1541,804.279415,8.407001,5.00
1542,761.839501,9.316043,5.00
1543,688.906502,10.842112,5.00
1544,788.282793,19.061195,5.00
1545,822.902155,1.860550,5.00
1546,769.611802,10.180608,5.00
1547,824.400431,11.790108,5.00
1548,687.647101,2.917373,5.00
1549,748.326388,2.970942,5.00
1550,799.526132,1.181690,5.00
1551,772.764421,6.221284,5.00
1552,793.554985,21.124652,5.00
1553,641.551340,10.508398,5.00
1554,759.157185,13.837935,5.00
1555,789.884861,4.310600,5.00
1556,768.243942,5.036169,5.00
1557,657.446907,18.177238,5.00
1558,793.695641,2.267243,5.00
1559,768.787294,4.294958,5.00
1560,783.204947,5.230409,5.00
1561,659.737621,66.455939,5.00
1562,769.650734,3.559556,5.00
1563,788.775029,2.980804,5.00
1564,791.062554,5.762639,5.00
1565,743.288094,10.226638,5.00
1566,706.446894,5.386341,5.00
1567,796.952515,1.794272,5.00
1568,738.505098,14.744273,5.00
1569,796.645312,3.622435,5.00
1570,780.674298,5.838455,5.00
1571,789.766970,3.024107,5.00
1572,775.809432,16.366628,5.00
1573,713.131405,245.544515,5.00
1574,725.046628,3.482362,5.00
1575,720.390480,294.421271,5.00
1576,792.518740,2.984025,5.00
1577,747.957725,8.212293,5.00
1578,770.173195,3.980524,5.00
1579,791.626574,11.571602,5.00
1580,551.767680,267.851310,5.00
1581,785.129286,2.554426,5.00
1582,772.044249,57.167944,5.00
1583,768.579854,5.909132,5.00
1584,728.854863,5.128497,5.00
1585,702.571942,7.910144,5.00
1586,764.010913,6.522175,5.00
1587,754.763334,5.315708,5.00
1588,724.046207,3.996677,5.00
1589,780.275069,5.308396,5.00
1590,809.279762,8.284134,5.00
1591,759.576771,51.091134,5.00
1592,788.486872,2.447806,5.00
1593,743.967139,3.232910,5.00
1594,787.256914,2.577487,5.00
1595,821.564516,1.261811,5.00
1596,641.698620,7.079125,5.00
1597,697.520659,7.582831,5.00
1598,795.863137,3.274405,5.00
1599,799.802536,13.581941,5.00
1600,800.075609,1.840448,5.00
1601,769.883598,5.010434,5.00
1602,716.341764,2.413191,5.00
1603,807.002349,4.042702,5.00
1604,760.798765,2.187262,5.00
1605,588.351241,108.216767,5.00
1606,711.890265,50.278758,5.00
1607,756.867796,5.358301,5.00
1608,727.212906,4.850706,5.00
1609,760.561977,16.203988,5.00
1610,774.171051,11.677176,5.00
1611,758.478819,3.047940,5.00
1612,771.481026,26.444146,5.00
1613,808.543262,2.431998,5.00
1614,808.550400,4.136867,5.00
1615,721.933898,1.435182,5.00
1616,770.769486,2.949793,5.00
1617,762.858300,133.956636,5.00
1618,778.207194,3.290793,5.00
1619,821.374315,1.564199,5.00
1620,735.570542,3.499334,5.00
1621,791.362474,3.109350,5.00
1622,822.160547,1.397488,5.00
1623,749.889841,2.827714,5.00
1624,818.706551,3.764415,5.00
1625,704.416294,9.315430,5.00
1626,797.966492,7.914816,5.00
1627,734.846340,2.149091,5.00
1628,723.386437,52.504292,5.00
1629,782.737516,3.735810,5.00
1630,790.527629,2.339501,5.00
1631,775.154709,4.243816,5.00
1632,753.760895,6.081756,5.00
1633,814.648287,2.892931,5.00
1634,768.941454,12.636966,5.00
1635,755.158649,68.700599,5.00
1636,766.050350,265.697211,5.00
1637,815.468340,1.821676,5.00
1638,795.711568,2.787433,5.00
1639,327.003827,94.065146,5.00
1640,605.870382,39.437966,5.00
1641,746.674745,14.541427,5.00
1642,637.534198,27.879345,5.00
1643,790.658148,2.231846,5.00
1644,795.144965,5.461524,5.00
1645,734.451036,2.900476,5.00
1646,778.925270,13.573471,5.00
1647,735.477182,1.608470,5.00
1648,698.137553,2.587859,5.00
